clientMac,group,transition,uniquePlaces,totalTime
8649,active (others),3,3,3385
d275,active (others),1,1,3452
b72e,active (others),2,2,2667
5f1b,inactive (dorm),1,1,611
bf42,in-the-wild (others),1,1,3053
007d,active (others),1,1,3577
3984,inactive (dorm),1,1,2114
a6e4,active (others),1,1,1564
ae7a,active (others),1,1,30
e536,active (dorm),2,2,2895
62d7,active (others),1,1,492
491f,active (others),1,1,3530
0d18,active (others),1,1,3593
0b53,inactive (dorm),1,1,2414
1c0c,inactive (dorm),1,1,3200
e7fa,active (others),2,1,3392
ad98,active (others),1,1,1868
07aa,active (others),1,1,2394
c166,active (others),1,1,3326
55de,active (others),2,2,1806
1977,active (others),2,1,3248
ea27,in-the-wild (others),4,3,3051
fd71,active (others),2,2,1685
ce1b,active (others),3,3,2993
cbc0,active (others),2,1,3162
aa05,in-the-wild (others),1,1,3440
e6e4,active (others),1,1,3352
5c6b,active (others),1,1,3587
7b40,in-the-wild (others),8,8,3546
5566,inactive (dorm),1,1,1421
eb70,inactive (dorm),1,1,2667
e255,active (others),1,1,3565
71af,active (others),9,6,3062
5c2d,active (others),1,1,3581
97a9,active (others),2,2,2383
8e37,active (others),1,1,2626
a2f1,active (others),1,1,3260
e9f4,active (others),1,1,1819
87e4,active (others),1,1,1573
a53a,active (others),1,1,568
fe50,active (others),1,1,3433
1a1a,active (others),1,1,665
640c,inactive (dorm),1,1,3454
1e4f,active (others),2,2,3514
b821,inactive (dorm),1,1,3534
9c2b,active (others),1,1,3435
5e65,active (others),1,1,605
cdcc,in-the-wild (others),1,1,3542
7f23,active (others),1,1,3508
ff24,inactive (dorm),1,1,3538
6869,active (others),1,1,3524
acea,active (others),6,5,1544
044a,active (others),3,3,365
b11b,active (others),1,1,3567
a9f6,active (others),1,1,3266
81c3,active (others),3,2,2694
c038,inactive (dorm),1,1,3591
cab4,in-the-wild (others),7,5,2422
473f,active (others),1,1,3297
4f5e,inactive (dorm),1,1,3373
f042,active (others),1,1,3030
5040,in-the-wild (others),6,3,3595
7bee,active (others),1,1,3338
134c,active (others),1,1,3450
eceb,active (others),4,4,3538
a896,active (others),1,1,2527
563d,active (others),1,1,2993
3aa1,inactive (dorm),1,1,3569
b8d1,active (others),7,6,3583
5833,inactive (dorm),1,1,3476
4bd8,active (others),3,2,3361
1734,active (others),1,1,3055
8b9a,inactive (dorm),2,1,2717
5214,active (others),1,1,3540
e762,in-the-wild (others),2,1,1542
7f11,in-the-wild (others),1,1,32
8b6a,active (others),5,2,3468
9d75,inactive (dorm),1,1,3442
0cd0,inactive (dorm),4,1,3293
46c1,in-the-wild (others),1,1,3597
4804,inactive (dorm),1,1,3012
5163,active (others),1,1,3589
2846,active (others),1,1,3587
4a83,active (others),1,1,3508
91bb,active (dorm),5,3,1601
5c43,active (others),1,1,2665
f888,active (others),3,2,3053
1a8d,in-the-wild (others),5,5,2663
86b0,inactive (dorm),1,1,3567
6bbc,active (others),4,2,864
9aa9,inactive (dorm),1,1,3272
8146,active (others),1,1,1163
3197,active (others),5,4,550
eff2,active (others),2,1,2756
f060,inactive (dorm),1,1,3486
4239,inactive (dorm),1,1,3156
cee0,active (dorm),6,5,3540
decb,active (dorm),4,4,2086
821a,inactive (dorm),1,1,3290
f2be,active (others),1,1,3080
85a4,active (others),5,4,444
330c,in-the-wild (others),6,4,1445
a375,active (others),1,1,3458
8d7b,in-the-wild (others),1,1,110
8786,inactive (dorm),1,1,2708
0135,active (dorm),7,7,3597
e360,in-the-wild (others),3,3,2873
a9c3,inactive (dorm),1,1,3591
a748,active (others),8,7,3005
e036,active (others),5,1,3563
4fd9,active (others),1,1,3532
38c7,active (others),1,1,254
6b28,active (others),1,1,2006
bfc6,active (others),18,3,3589
d80a,active (others),2,2,2550
c9dd,active (others),1,1,3458
3c04,active (others),3,1,3597
e499,active (others),3,3,785
6aa9,active (others),1,1,397
93a3,active (others),1,1,2057
90b6,active (others),1,1,3595
5b3b,active (others),2,1,3498
0771,active (others),3,2,1786
3725,active (others),1,1,3036
8118,inactive (dorm),1,1,3556
a8a5,active (others),1,1,3414
878c,active (others),2,2,661
7c34,inactive (dorm),1,1,3242
7f1e,active (others),1,1,3595
ea6a,active (others),1,1,1739
5a72,active (others),1,1,3597
fa2b,active (others),1,1,3305
de42,active (others),1,1,3484
be68,in-the-wild (others),2,2,1591
6aa7,active (others),1,1,3500
bc8b,in-the-wild (others),1,1,3500
c798,active (others),1,1,3425
81c0,active (others),1,1,2845
b8b3,active (dorm),4,3,587
1712,active (others),3,3,3560
ddd4,active (others),1,1,3320
81a7,active (dorm),3,2,3585
c9f6,active (others),8,8,3579
a289,active (others),1,1,3550
6c1f,active (dorm),3,3,3490
bbc9,inactive (dorm),1,1,108
848a,active (others),1,1,3286
0c84,in-the-wild (others),12,10,3242
f577,in-the-wild (others),1,1,3427
6caa,in-the-wild (others),5,5,3444
fe04,inactive (dorm),1,1,3352
80bd,in-the-wild (others),1,1,1106
5927,active (others),1,1,3494
27e1,inactive (dorm),1,1,3332
2f31,inactive (dorm),1,1,3464
4dec,in-the-wild (others),11,4,3108
9a36,active (others),1,1,3552
be57,inactive (dorm),1,1,3427
122f,active (others),9,2,3595
9c0b,in-the-wild (others),5,3,2035
5181,active (others),1,1,446
e1f4,active (others),3,1,3506
5146,active (others),2,1,1625
9a8f,active (others),1,1,2588
09dd,active (others),1,1,2086
41ae,in-the-wild (others),4,4,3554
0b06,active (others),1,1,3420
462c,active (others),7,2,3038
8db8,active (others),3,3,1806
d148,in-the-wild (others),11,6,3530
b0c8,active (others),2,2,3242
cb70,active (others),1,1,3530
c730,in-the-wild (others),1,1,30
af13,inactive (dorm),1,1,3571
859d,active (others),1,1,3160
83a2,active (others),2,2,2496
28af,in-the-wild (others),1,1,3530
30cd,in-the-wild (others),4,4,2985
9c1f,active (others),3,3,3456
8ffb,active (others),1,1,3516
7d82,active (others),1,1,3587
caf6,inactive (dorm),1,1,3593
b957,active (others),1,1,3220
d97a,inactive (dorm),1,1,3276
9b58,active (others),1,1,3153
c88d,active (others),1,1,3456
5390,inactive (dorm),1,1,1702
e147,active (others),1,1,3003
1241,active (others),1,1,1159
a2d8,active (others),1,1,3346
fb5a,active (others),3,1,3498
4d5e,active (others),1,1,3534
2595,inactive (dorm),1,1,174
7dc0,active (others),1,1,246
a902,in-the-wild (others),4,2,3510
5c10,in-the-wild (others),1,1,3548
b623,active (others),3,3,3488
0a45,in-the-wild (dorm),8,7,3538
18f2,inactive (dorm),1,1,2861
7b58,active (others),1,1,2208
d49f,inactive (dorm),1,1,1788
6658,active (others),1,1,1297
0960,in-the-wild (others),2,2,1891
c591,inactive (dorm),1,1,490
186b,active (others),2,2,2227
4b52,active (others),1,1,3587
6086,active (others),1,1,3552
59c1,active (others),5,4,3496
3a20,inactive (dorm),1,1,1232
d411,active (others),11,9,3118
0ed6,active (others),3,2,3526
ce69,active (others),1,1,3540
ef0c,active (others),1,1,1143
7553,active (others),4,3,3456
234b,active (others),1,1,3180
b29c,in-the-wild (others),5,4,3540
f8ec,in-the-wild (others),9,2,3595
d984,active (others),1,1,2430
32d2,active (others),1,1,2102
f693,in-the-wild (others),6,3,3206
4b9c,active (dorm),2,2,3348
6728,active (others),4,4,2550
1e17,active (others),2,2,3270
71f9,active (others),4,4,3585
a6d6,in-the-wild (others),2,2,1706
7448,active (others),1,1,1153
41d3,active (others),1,1,3143
57e5,inactive (dorm),1,1,3123
1124,active (others),1,1,3585
0d05,active (others),7,2,3571
54eb,active (others),1,1,381
30e1,active (others),3,2,3544
9185,active (others),1,1,2503
0f6f,active (others),1,1,3494
4978,active (others),4,2,3520
9ba6,active (others),1,1,3429
eaaa,active (others),1,1,3556
5227,inactive (dorm),1,1,3049
e97e,active (others),1,1,3446
50c1,in-the-wild (others),1,1,911
21e8,inactive (dorm),1,1,3536
29ab,active (others),1,1,1161
7558,active (others),1,1,3595
91c5,active (others),1,1,2974
7eaf,in-the-wild (others),7,7,3595
3e76,inactive (dorm),1,1,3520
86d5,inactive (dorm),1,1,3532
0684,inactive (dorm),1,1,3210
195d,inactive (dorm),1,1,2917
2677,active (others),1,1,3583
8b89,active (others),1,1,2698
c806,active (others),4,3,3575
ffd8,active (others),3,2,3595
5de1,inactive (dorm),1,1,3423
bb02,active (dorm),4,2,3528
1b50,inactive (dorm),1,1,3106
207d,active (others),2,1,2911
86e6,active (others),1,1,2802
913d,active (others),8,6,3595
3dd4,inactive (dorm),1,1,3456
d273,in-the-wild (others),1,1,2359
b154,active (others),1,1,2815
8351,active (others),1,1,3550
4d55,inactive (dorm),1,1,3346
439b,in-the-wild (others),2,1,704
0fa9,in-the-wild (others),1,1,3336
27c2,inactive (dorm),1,1,3416
7f10,in-the-wild (others),2,2,337
c211,inactive (dorm),1,1,22
9847,inactive (dorm),1,1,1876
5901,active (others),1,1,2708
c3a2,active (others),1,1,640
ee03,active (others),4,3,2869
0f6a,active (others),2,2,3504
74c3,inactive (dorm),1,1,3176
812d,active (others),2,2,3423
2001,in-the-wild (dorm),5,4,3583
f13e,in-the-wild (others),7,6,3565
6fb3,active (others),2,2,1643
e36b,in-the-wild (others),2,1,3587
fa2f,inactive (dorm),1,1,3420
20f0,active (others),1,1,2665
3185,inactive (dorm),4,1,3365
9125,active (others),1,1,3510
a653,active (others),1,1,1673
36bd,active (others),3,2,622
4c7a,in-the-wild (others),7,6,3530
d306,active (others),5,5,387
bbaf,active (others),3,2,3100
a707,in-the-wild (others),1,1,252
b40a,inactive (dorm),1,1,2993
46bc,active (others),1,1,3195
9996,active (others),2,2,3550
60b2,active (others),2,2,2710
b917,inactive (dorm),1,1,3307
c9fa,in-the-wild (others),1,1,2889
d75e,active (others),1,1,3102
8824,active (others),1,1,3581
244a,active (others),3,3,2936
53e0,in-the-wild (others),1,1,53
138c,in-the-wild (others),1,1,3567
4e86,active (others),2,2,1568
4c65,in-the-wild (others),1,1,1876
e1bf,active (others),1,1,3164
4f78,active (others),1,1,3595
6ca2,inactive (dorm),2,1,3538
7dee,active (others),1,1,3530
1b27,active (others),1,1,3389
e1fc,in-the-wild (others),1,1,3262
5cb5,inactive (dorm),1,1,3490
726b,active (others),5,4,2671
4118,in-the-wild (others),11,8,3589
9a0d,inactive (dorm),1,1,3350
ef52,inactive (dorm),1,1,3208
a277,active (others),1,1,1343
c88c,active (others),1,1,3591
32b9,inactive (dorm),1,1,2883
eb88,active (others),1,1,3522
ff33,active (others),1,1,3242
9ac7,active (others),3,3,1406
c4f3,in-the-wild (others),13,2,3595
57c8,active (others),1,1,1847
0af4,active (others),10,9,3595
cf18,active (others),1,1,431
310d,in-the-wild (others),2,2,3051
2fc7,active (others),1,1,3240
ad46,inactive (dorm),1,1,3427
784a,active (dorm),5,5,2995
bf3e,active (others),1,1,3478
c312,inactive (dorm),1,1,3587
1307,in-the-wild (others),7,5,3435
df83,active (others),1,1,3520
04db,active (others),3,3,2811
db52,in-the-wild (others),6,6,3585
6c41,in-the-wild (others),1,1,930
d5ad,active (others),2,2,3268
54f8,in-the-wild (others),9,7,3589
576e,in-the-wild (others),1,1,2640
e96f,active (others),1,1,3585
7aa9,active (others),1,1,3186
d52a,active (dorm),2,2,2930
1c31,active (others),1,1,1977
7da0,active (others),1,1,3238
9a92,inactive (dorm),1,1,3375
cc37,active (others),2,1,1928
0d43,active (others),6,5,3540
320f,active (others),1,1,3425
4249,active (others),6,2,2566
9332,active (others),1,1,3567
2ae9,in-the-wild (others),1,1,1510
69ec,active (others),1,1,3387
24a3,in-the-wild (others),4,3,3492
fbf3,active (others),2,2,2135
56fb,active (dorm),5,3,3571
4b3e,active (others),1,1,2993
1d09,active (dorm),16,6,3400
14c3,active (others),1,1,3536
e557,active (others),2,2,1922
e82d,active (others),1,1,1203
d5df,inactive (dorm),1,1,3044
0d23,active (others),1,1,2767
4a67,active (others),1,1,3102
6fe0,in-the-wild (others),3,3,2351
461b,in-the-wild (others),2,2,3526
f4d0,active (dorm),3,2,1468
f5cb,active (others),1,1,1398
3938,active (others),1,1,3186
54c2,active (others),1,1,3595
5ce2,inactive (dorm),2,1,1293
df1f,active (others),2,2,2928
d4db,active (others),1,1,2710
c129,inactive (dorm),1,1,3514
5139,active (others),2,2,3137
79fa,inactive (dorm),1,1,3508
f9ff,active (others),1,1,440
8925,active (others),2,2,3573
0327,active (others),1,1,913
f532,active (others),7,7,3496
cb77,active (others),1,1,1710
1aea,active (others),1,1,3579
d28f,active (others),1,1,3514
ea36,inactive (dorm),1,1,486
caf4,active (others),1,1,3540
ac5c,active (others),1,1,3540
4637,active (others),1,1,898
d3af,inactive (dorm),1,1,3452
df8d,active (others),1,1,2094
dee4,active (others),1,1,18
8f5f,active (others),5,5,3569
a075,active (others),1,1,3546
6bd5,inactive (dorm),3,1,3088
341a,in-the-wild (others),6,4,3528
293f,active (others),1,1,3490
4f52,in-the-wild (others),2,2,2190
2b47,inactive (dorm),1,1,3585
c611,active (others),2,1,3595
469f,active (others),1,1,3299
5992,active (others),1,1,3597
a6fb,active (others),1,1,3500
cc9b,inactive (dorm),1,1,3218
36fb,active (others),3,2,3575
d9f5,active (others),4,4,568
e04c,inactive (dorm),1,1,2675
af46,active (others),1,1,3452
4b20,active (others),1,1,3516
1a58,active (others),1,1,2729
fbde,active (others),3,3,2265
8969,in-the-wild (others),10,7,3394
5d5a,active (dorm),2,2,3464
d751,active (others),2,2,3258
5339,active (others),1,1,2831
edb4,active (others),1,1,3538
f4b5,active (others),3,2,3502
2390,inactive (dorm),1,1,3514
90c1,active (others),1,1,326
1ae7,active (others),2,2,2733
20ea,active (others),2,1,2121
e497,active (others),1,1,282
1fe9,active (others),1,1,3442
fd73,active (others),1,1,3141
e4c8,active (others),1,1,2704
b859,active (others),1,1,3094
98e8,active (others),6,4,3387
f62d,active (others),1,1,3022
5fcb,active (dorm),3,3,1956
5d33,active (others),1,1,3516
3bf7,active (others),1,1,3299
a403,in-the-wild (others),9,2,3088
2443,active (others),1,1,2739
efb9,active (others),3,2,2759
9b22,active (dorm),2,2,3593
f362,in-the-wild (others),2,2,1488
cead,active (others),1,1,3057
eeda,active (dorm),4,2,3248
d917,active (others),1,1,3193
d076,in-the-wild (others),7,4,2108
c875,active (others),1,1,3385
98a2,active (others),2,1,1482
328f,active (others),1,1,3540
c210,active (others),1,1,3464
0287,active (others),1,1,2887
f9d5,inactive (dorm),1,1,3069
88f3,active (others),1,1,3532
1b4d,active (dorm),4,2,3444
5f4a,in-the-wild (others),7,6,2412
861f,in-the-wild (others),3,3,3579
1f00,active (others),1,1,3435
c828,active (others),2,2,3554
7dce,active (others),1,1,1186
a0f5,active (others),1,1,3520
03a6,active (others),1,1,1512
17e7,in-the-wild (others),1,1,3550
af58,active (others),1,1,492
443a,inactive (dorm),1,1,3542
397c,inactive (dorm),1,1,3589
cd8c,in-the-wild (others),1,1,2083
ee92,active (others),1,1,2307
9707,active (others),7,4,3585
41ad,inactive (dorm),1,1,3316
5926,inactive (dorm),1,1,3147
8972,active (others),2,2,3593
26fb,inactive (dorm),1,1,2216
