name,parent,value
PGP13,bfe3,644
YIH-BS,bfe3,375
ERC,bfe3,503
CREATE,bfe3,273
PGP-BS,bfe3,127
ERC,8ab7,3222
UTSRC,df0a,3508
KE7H,e03e,3026
MD1,846c,3573
EW2,425e,2909
YNCRC3,63ee,3412
UHC-BS,6312,217
S17,6312,1418
S17-BS,6312,85
ERC,b571,3416
E4,1ebe,3583
EW2,e88d,2100
SDE2,7479,3266
SFAH,6b6f,3200
UTSRC,3df7,198
GRS,3df7,937
E3,2a29,3472
E4,aa7a,3396
UT-BS,d9e3,63
USC,d9e3,469
CREATE,d9e3,121
UTSRC,d9e3,2928
IT,a685,3232
YNCRC1,f7f4,2275
UTSRC,f7f4,57
ERC,f7f4,1166
MD6,e820,485
MD11,e820,37
LT27,e820,1250
UHALL-BS,06c3,2756
HSSML,b6ee,94
TBS,b145,3394
MD10,3f2f,3591
S4A,2ed0,3496
TBS,6560,2139
ERC,a893,3534
VENT,347d,351
BIZ2,c9d9,2434
KRH,1ccc,3290
SDE3,1120,999
CNM,c96e,1082
SDE1,eb95,1600
SDE3,eb95,1973
MD1,0170,3429
EA,5f7a,2028
E6,085f,504
OYIH-BS,085f,1276
UTSRC,5593,3591
BIZ2,60c1,3238
OYIH-BS,2e22,234
CFA,2e22,1318
YIH-BS,2e22,69
EA,6158,433
CLIBANNEX,4e4d,3365
YNCRC1,2477,3595
YNCRC1,cf6a,3591
TCOMS,f273,2928
MD6,f8c4,902
MD1,f8c4,322
T-LAB,223a,1573
MD6,6d7a,3597
MD6,a298,781
MD2,a298,32
RC4,9355,3472
YNCRC1,7256,16
MD4,a183,3431
UTSRC,5245,3425
YNCRC1,e990,2869
UH,9b5d,3301
CNM,f3fe,2164
S16,27a3,920
S10,27a3,63
LT27-BS,27a3,238
S13,27a3,274
LT27,27a3,1238
OUHC-BS,4045,2881
YNCRC3,bc28,2835
YNCRC2,530a,3595
SFAH,dea6,3468
TBS,231d,3470
CNM,231d,82
E2,c352,937
SFAH,2bac,2202
MUSM-BS,fa6c,399
RH-BS,fa6c,47
YSTCM,fa6c,1214
PGP-BS,fa6c,1878
CELC,0712,3377
ISS,3c7b,1560
SFAH,3c7b,1700
UT-BS,1b01,466
E5,1b01,135
E1A,1b01,412
IT,1b01,94
CREATE,1b01,155
UTSRC,1b01,2112
E1,1b01,162
MUSM-BS,10b1,234
UT-BS,10b1,1501
RH-BS,10b1,73
MD9,65ad,3486
E2CTN,da91,73
EA,da91,991
EW1,da91,2348
YNCWC,8a86,2521
RC4,8a86,936
YNCEC,8a86,59
EA,75f3,2640
S13,b6d9,347
S14,b6d9,3240
KRH,79bc,517
KV-BS,f754,1179
BIZ1,f754,2379
S16CTN,16a2,3593
RC4,472e,2729
KRT-BS,1dfa,3290
HSSML,14fb,606
BIZ1,14fb,359
BIZ2,14fb,2521
OHSSL-BS,14fb,111
E6,76ac,3355
OYIH-BS,76ac,123
YNCRC1,a86e,2712
EW1,0d58,3567
YNCRC1,bd34,3579
YNCRC2,47dd,525
MD1,5eed,3597
CELS,e4cb,458
YNCRC1,8fb4,1499
RVRG,1e9e,10
UHC-BS,54fd,1090
S2,54fd,1462
UHC,54fd,1041
YNCRC1,63f2,3550
TCOMS,761f,2071
YIH,46c9,2500
YIHCTN,46c9,873
EA,231f,361
AS4,864c,170
ARTSCTN,864c,3123
S16CTN,5c7a,3266
KV-BS,0f47,1647
E2,0f47,260
EA,0f47,86
YNCRC1,4044,1932
E4A,c12b,3496
RC4,0346,2959
KV-BS,1ce7,57
KVA,1ce7,119
EA,4210,3522
UTSRC,77d0,3338
UTSRC,cb3c,2710
BIZ1,75ce,3460
CLIB,8bbc,1899
AS1,01dd,3589
YNCRC2,eb3e,1733
OUHC-BS,9ff5,57
FC,9ff5,1833
YIH-BS,9ff5,1558
EW2,8399,3394
TBS,110a,1322
E4,ff23,3299
E4,d7f8,3460
YNCRC3,d21e,2580
UT-BS,6950,3379
ONUSS-BS,1c34,132
SH,1c34,3332
ARTSCTN,1c34,127
LT18,f155,688
BIZ2,f155,2175
S15,43f8,3540
SDE1,dcb3,318
SDE2,4593,3571
MD6,6f44,710
MD3,6f44,69
MD1,6f44,89
UH,8270,3073
MD6,d3a6,3512
YNCRC1,e9e4,3571
S16,6168,3514
YNCRC2,ee74,1366
YNCEC,ee74,182
YNCRC3,ee74,1439
S9,efe4,3055
BIZ2,eaea,299
LT18,eaea,174
VEN-BS,eaea,2983
ARTSCTN,eaea,109
YIHCTN,30dc,2995
HSSML,91b0,408
TCOMS,08fb,696
MD1,2985,3123
YNCRC2,94f7,875
YNCRC1,94f7,1973
KV-BS,0a4b,515
AS2,1e7d,3433
ERC,ad68,2622
SDE1,5ad7,330
SDE3,5ad7,2066
YNCRC1,81df,3575
S12,c099,3228
OYIH-BS,e1f2,122
RH-BS,e1f2,57
MUSM-BS,e1f2,67
YSTCM,e1f2,1259
PGP-BS,e1f2,2092
IT-BS,4615,2895
MD9,4615,573
ERC,9ea5,1739
UTSRC,9ea5,1791
YNCRC3,ab64,3492
AS2,8a07,3552
UT-BS,6c5a,3563
E3A,b9ae,196
MD1,b9ae,2390
YNCRC1,32c4,3340
EHALL,080e,2979
YNCRC1,ef61,2214
YNCRC1,fa69,3565
YNCRC1,ba1f,2677
MD6,3aa1,977
UHC-BS,ae5a,3534
AS5,f28e,3486
MD10,8874,3092
GRN,00a4,2149
GRS,00a4,200
PGP-BS,0deb,1006
AS8-BS,0267,73
YIH-BS,0267,26
EHALL,0267,52
IT-BS,0267,130
KRT-BS,0267,357
OUHC-BS,0267,892
LT27,0267,38
S17-BS,0267,1050
BIZ2-BS,8608,60
LT18,8608,398
PGP3,8608,86
PGP10,8608,2461
PGP-BS,8608,372
YNCRC1,2bf7,3569
RC4,dcd9,2989
S17,da1d,3355
YNCRC1,25f8,969
UTSRC,25f8,745
T-LAB,6ae7,3429
ERC,c86d,3581
UHALL-BS,2571,57
S17,2571,2618
LT27-BS,2571,421
YNCRC1,a923,3180
E1A,a947,3573
YNCRC2,8d33,1269
YNCRC1,8d33,137
UTSRC,8d33,124
E6,8f94,2252
EW2,8f94,51
T-LAB,5c23,2704
E5,5bd9,3282
LKS,62ce,3597
PGPH7-BS,deb1,1439
BIZ2-BS,deb1,62
E1,2d00,3176
CRECTN,4e30,8
CREATE,4e30,119
GRN,4e30,1080
UTSRC,4e30,2277
S16,6900,3423
MD6,a8aa,3530
RC4,9bbb,3589
ERC,109a,3222
SFAH,48c8,2367
AS8,d0ef,3585
S16,eee3,2092
UHALL-BS,bf98,68
S2,bf98,945
E3A,bf98,350
MD6,bf98,1384
S4,bf98,686
BIZ2,1f9a,799
BIZ2-BS,1f9a,2753
I3,cae3,864
USC,7a1b,150
OUHC-BS,7a1b,181
LT27-BS,7a1b,1611
THALL,211b,1581
UT-BS,06aa,138
MUSM-BS,06aa,545
CREATE,06aa,58
GRN,06aa,62
PGP10,06aa,2455
PGP-BS,06aa,280
T-LAB,0559,3587
E3,2a85,1080
E1A,2a85,59
EA,2a85,575
RC4,2a85,1702
E1,2a85,62
E4,2a85,72
TCOMS,0926,3278
IT,0c55,3336
PGPCTN,22a3,884
S15,22a3,140
UHALL-BS,22a3,289
S17-BS,22a3,255
VENT,a258,2665
YNCWC,3006,68
YNCRC2,3006,4
YNCRC3,3006,129
E1,179a,2335
E1A,179a,113
EA,179a,1135
E3,4136,799
E1A,4136,61
EA,4136,136
YNCRC3,4136,2564
YNCRC1,781e,2463
UT-BS,a38b,343
S15,a38b,1956
UHALL-BS,a04d,94
GRN,b4ff,521
CNM,b4ff,3072
SFAH,225a,3036
EHALL,31b4,2176
YNCRC2,3332,1240
THALL,c656,1186
YNCRC1,beca,3438
ERC,68a0,96
ERC,a8f6,3470
S16,df35,3569
YNCRC1,ded3,2560
AS8-BS,9fd1,3494
S17-BS,4f2e,2094
MD9,4f2e,1010
UT-BS,492a,410
HSSML,492a,556
CREATE,492a,229
BIZ1,492a,234
CNM,492a,1981
MD7,dd18,3552
SFAH,f93c,3530
S17,cfe1,3514
CREATE,147f,57
UTSRC,147f,716
RVRG,80cc,3480
UHALL-BS,80cc,80
YNCRC1,6051,3569
E4,9d8e,3151
YNCRC2,5faa,1960
ERC,5faa,901
PGP-BS,cb7e,3587
MD1,574f,3575
ERC,f7d3,2967
EW2,97ca,2396
MD1,8100,3240
YNCRC1,06ee,3062
E4,e609,3470
I3,7a8e,3184
MD6,2616,3338
E1A,63f3,926
EA,63f3,1969
UT-BS,4f3c,713
UHC-BS,4f3c,47
GRS,4f3c,1012
LT27-BS,4f3c,128
CREATE,4f3c,334
UTSRC,4f3c,1234
S16CTN,4f3c,59
LT27,4f3c,68
E2CTN,62ad,941
HSSML,b0c8,2127
YNCEC,dd0b,3534
E6,cfa4,745
CFA,cfa4,1384
E6,5ed7,20
CFA,5ed7,1378
AS1,b02b,2790
S4,9767,3222
SDE1,f3f4,1903
SDE3,f3f4,1144
MD6,b12a,3593
S5,3a15,3480
S9,3a15,91
MD1,445c,3569
UTSRC,0eb0,3482
SH,95db,3036
ERC,fc88,3589
SDE1,47d3,193
UT-BS,cd3f,103
CREATE,cd3f,68
GRN,cd3f,3357
SDE2,bc29,3577
YNCEC,e3b7,3174
E1,62e6,3593
HSSML,4889,174
KVA,b973,2289
VENT,f570,55
MD3,792e,3508
E2,bbab,3492
HSSML,58c4,3542
MD4,8769,3186
AS5,a8ee,3158
ERC,0c77,3560
E1,bb45,12
YNCRC1,d7bd,3538
MD6,1faa,1718
MD11,1faa,1606
EA,d76a,3077
KRH,53b6,66
OHSSL-BS,53b6,59
SH,53b6,1973
ERC,53b6,1434
YNCRC1,c897,269
YNCRC2,c897,426
ERC,c897,118
YNCEC,c897,188
UTSRC,c897,968
YNCRC3,c897,1433
BIZ2,5401,3340
IT,99e7,284
UT-BS,98fd,278
AS2,98fd,848
CREATE,98fd,2443
YNCRC1,fdcc,3357
ERC,b943,2657
LKC,f79e,1790
SDE3,6f81,2772
VENT,512d,36
IT-BS,bb48,188
AS8-BS,bb48,2685
S17,d486,2831
YSTCM,942e,3420
E5,a569,3536
KE7H,dd85,3003
CRECTN,b8d5,241
GRN,b8d5,3299
E6,0f5d,2305
BIZ1,f7d1,1797
BIZ2,f7d1,1667
BIZ1,97ef,3492
E4A,0b76,3494
YNCRC1,444f,1102
ERC,7e01,3151
SH,72b0,2400
IT,9e26,3581
S14,cd07,3488
KE7H,4195,277
PGP-BS,4195,591
ERC,ee60,3528
E3A,a327,2361
USP,ba0d,43
RC4,ba0d,74
ERC,ba0d,1380
S15,5bcf,2088
S14,5bcf,1384
MD1,039d,3030
E1A,0d49,3234
RC4,11b2,67
CNM,11b2,2363
YNCRC2,0139,3585
S14,66e2,89
S17,66e2,1740
YIH-BS,66e2,955
SH,e624,1006
S4,3bf9,59
S3,3bf9,3532
CREATE,29a3,3425
E5,0cfb,130
E3,0cfb,1005
LT27-BS,0cfb,2081
IT-BS,0cfb,199
OUHC-BS,0cfb,105
E4,0cfb,65
UTSRC,7363,3567
SDE1,9951,1733
UHALL-BS,c6c4,1066
S17,c6c4,312
VENT,8284,55
E4,476e,3573
CREATE,d89b,1689
ERC,d89b,1234
S17,20b3,2336
MD4,9345,3538
IT,e868,3528
SFAH,6e3c,2521
UCC,6e3c,721
UT-BS,2863,127
UHALL-BS,2863,88
S15,2863,62
GRS,2863,2160
CREATE,2863,117
S10CTN,2863,58
MD1,2863,513
OUHC-BS,2863,78
S10,2863,129
E4,904d,2570
ERC,30aa,1033
S16,375b,3554
YNCRC2,5948,2249
YNCRC1,5948,69
ERC,5948,84
UTSRC,5948,563
YSTCM,609b,3359
E1,d825,96
TBS,0ba1,211
GRS,0ba1,2604
CNM,0ba1,758
UT-BS,86f3,626
E3A,86f3,72
GRS,86f3,208
E6,86f3,43
EA,86f3,132
MUSM-BS,86f3,272
T-LAB,86f3,62
CREATE,86f3,1944
GRN,86f3,212
UTSRC,3753,3526
MD6,80b3,710
BIZ1,5991,3546
YNCRC1,cb96,1833
YNCRC1,2730,3170
UH,7422,3226
KV-BS,8f9f,651
KVA,8f9f,2942
YNCRC1,94cd,3348
MD6,c3a3,3153
S16,4f93,3379
CREATE,8131,199
UTSRC,8131,2987
MD1,77a4,3585
YNCRC2,f52e,1794
YNCRC1,f52e,65
ERC,f52e,1681
T-LAB,659b,3307
IT-BS,b8b7,3001
YNCRC1,9649,3264
RH-BS,d7e5,3036
S12,d7e5,505
MUSM-BS,d7e5,52
YSTCM,14ba,3344
KV-BS,fb64,2576
BIZ1,fb64,387
ERC,b484,3571
E3,2b57,3429
KRT-BS,3d72,1332
RC4,3d72,121
CLIB,8685,1957
AS6,8685,500
YNCRC1,6dde,3114
YNCRC1,86aa,3016
UTSRC,86aa,542
MD6,9a55,2404
UTSRC,4c55,531
ERC,4c55,928
E1,a6a0,3005
E3,261a,3544
YNCRC3,8641,3274
IT,13d0,3554
EHALL,46cb,3406
MD1,5c70,3423
GRS,1d78,669
RC4,afdd,1373
UTSRC,6517,288
GRS,6517,3295
ERC,d49f,2291
E5,40e2,3371
YNCRC3,6a4a,1936
RC4,ef9c,286
VENT,f52f,3593
T-LAB,3c9f,3546
UH,0273,3320
E4,ebdd,2981
YNCRC2,511c,2420
SFAH,3da3,3276
E3A,d701,3452
LT11,9a4e,103
AS7,9a4e,76
VEN-BS,9a4e,120
ONUSS-BS,9a4e,3216
AS2,9a4e,64
PGP-BS,84d9,3352
AS1,bd50,1490
YNCRC1,b7e1,3597
UH,4eba,1003
YNCRC2,bcd2,2974
YNCRC1,5db1,1228
S15,759e,86
UHALL-BS,759e,39
UHC-BS,759e,220
S9,759e,163
S6,759e,172
S5,759e,569
S16CTN,759e,174
IT-BS,759e,105
MD1,759e,574
OUHC-BS,759e,16
YIH,759e,133
ERC,8e86,3212
USC,9955,3379
MPH,1f7d,1573
UT-BS,94c5,217
LT27-BS,94c5,2094
CREATE,94c5,56
UTSRC,94c5,1132
OUHC-BS,94c5,74
YNCRC1,441a,3591
MD6,d12c,3400
YNCRC2,2ec7,3440
YNCRC2,76a9,3073
YNCRC1,9d6f,3151
S14,566f,3377
YNCRC2,3bf6,3440
YNCRC2,c1ca,3546
MD11,49f3,3565
CELS,a8ea,3123
CFA,3fb1,813
YNCRC1,30ec,3556
UTSRC,4873,3538
CREATE,8c5f,3556
UHC-BS,1dec,66
OYIH-BS,1dec,943
YIH-BS,1dec,256
LT27-BS,1dec,106
MUSM-BS,1dec,41
CFA,1dec,429
CRECTN,1920,939
YNCRC1,470d,3365
YNCWC,05ca,761
YNCEC,05ca,1954
YNCRC3,05ca,856
S15,5db3,668
OUHC-BS,5db3,2792
ERC,52bf,3470
EA,3108,3583
CNM,7d7c,3593
UT-BS,739c,152
AS8-BS,739c,217
LT19,739c,176
CREATE,739c,243
GRN,739c,1256
ARTSCTN,739c,134
MD1,f2bb,3010
EA,02b7,3214
S17,7350,3579
YNCRC1,9dfc,3579
ERC,8481,2314
ERC,381c,3367
YNCRC1,1cd0,100
ERC,1cd0,121
RC4,1cd0,154
YNCEC,1cd0,93
YNCRC3,1cd0,1406
I3,fd1d,3129
KV-BS,0fe3,3186
E2CTN,0fe3,121
EA,0fe3,286
MD6,7a62,3242
S3,da23,238
S16CTN,da23,197
LT27,da23,636
S10CTN,da23,80
CRECTN,e92c,37
UT-BS,e92c,72
USC,e92c,390
CREATE,e92c,1554
UTSRC,e92c,1439
YNCRC1,e992,3084
S16,f5d4,3414
YNCRC1,2a79,1297
YNCRC1,1d8b,3427
S13,6013,1354
AS5,c855,2967
AS6,c855,440
ARTSCTN,c855,131
CRECTN,4a89,3098
KRT-BS,009e,2330
EHALL,009e,43
CREATE,fbee,55
GRS,fbee,3540
CRECTN,2162,1574
CREATE,2162,1999
MD1,56ae,3567
YNCRC3,b61e,3560
AS5,b3f5,367
AS4,b3f5,271
IT,b3f5,70
MD4,b3f5,208
MD1,b3f5,2526
ARTSCTN,b3f5,125
E6,fd0c,468
OYIH-BS,fd0c,1193
E3,6528,3563
UH,b874,3593
T-LAB,0b35,3377
E3A,7a36,3593
ERC,51de,3208
HSSML,d6e1,2129
LT3,dc9c,52
YIH-BS,dc9c,125
AS8-BS,dc9c,2576
FC,dc9c,122
IT-BS,dc9c,50
MPH,dc9c,470
LT4,dc9c,74
YIH,dc9c,122
TBS,82ce,1269
MUSM-BS,caca,599
UT-BS,caca,271
YNCRC2,73ac,242
YNCEC,73ac,921
YNCRC3,73ac,2434
YNCRC1,1bf1,661
ERC,1bf1,1720
MD1,cb87,1724
YNCEC,85da,2459
KV-BS,1407,2390
AS8-BS,1407,95
YIH-BS,1407,151
AS2,1407,729
AS1,1407,62
S5,cf38,1764
PGP-BS,0325,909
UT-BS,fc74,119
KV-BS,fc74,1050
UHALL-BS,fc74,848
S12,fc74,1126
S13,fc74,237
MUSM-BS,fc74,211
UTSRC,7189,3500
YNCRC1,b802,2983
HSSML,66a7,97
ERC,66a7,1095
SH,66a7,1997
CELS,2830,3248
BIZ1,3041,3532
YSTCM,34d6,1876
UHC-BS,34d6,174
FC,34d6,955
UHC,34d6,487
S16,916a,3484
MD2,7585,64
MD6,7585,37
MD7,7585,732
LT27,7585,995
MD9,7585,188
YNCRC2,298f,2657
YNCEC,298f,928
E1,cbfd,278
UT-BS,5401,438
RH-BS,5401,286
ERC,5401,9
T-LAB,5401,204
YNCEC,5401,833
UTSRC,5401,242
E4,11e5,3420
E4,e96a,3228
RC4,d9d7,347
UT-BS,236a,510
CREATE,236a,97
GRS,236a,2941
USP,a39e,53
RC4,a39e,1889
YNCRC1,a39e,191
UTSRC,a39e,1067
YNCRC1,a0ae,3379
USC,7c56,578
OUHC-BS,7c56,2634
YNCRC1,0854,3410
E5,15b1,1276
E1A,15b1,121
EA,15b1,1901
E2A,15b1,59
UT-BS,0bff,27
UHC-BS,0bff,456
UHALL-BS,0bff,236
S9,0bff,33
S13,0bff,35
CREATE,0bff,718
S8,0bff,1291
CRECTN,20ef,283
UT-BS,20ef,572
CREATE,20ef,2574
THALL,a7d2,2885
MD1,1b89,3538
KV-BS,3a5a,3573
RH-BS,b619,3591
S17,73fb,3585
MD6,4fef,1911
S16CTN,4fef,299
MD7,4fef,128
YNCRC2,65e8,1201
YNCRC1,65e8,107
ERC,65e8,2172
S15,d87e,217
S14,d87e,1480
S10CTN,d87e,61
E2,4a7e,3518
E5,59bc,125
UHALL-BS,59bc,59
E3,59bc,144
AS8-BS,59bc,78
YIH-BS,59bc,99
LT27-BS,59bc,2936
IT,59bc,62
E4,59bc,51
VENT,9e20,1562
UHC-BS,39f3,478
S9,39f3,174
LT27-BS,39f3,69
MD1,39f3,1746
S17-BS,39f3,58
SFAH,79b4,2515
YNCRC1,aba2,3440
MD11,d4f9,3410
UT-BS,336d,150
KV-BS,336d,122
EHALL,336d,2243
FC,336d,288
MUSM-BS,336d,205
KRT-BS,336d,518
OUHC-BS,336d,63
YNCRC1,25ea,3389
KRT-BS,5194,19
EHALL,5194,718
UTSRC,f3aa,3153
E4,937a,3220
E6,d216,963
LT27-BS,d216,406
HSSML,cf4f,407
BIZ1,cf4f,222
BIZ2,cf4f,2829
ERC,c09e,1199
UTSRC,c09e,309
KRH,e297,1639
MD6,649d,3585
YNCRC2,9efe,3145
CRECTN,4a1f,1023
UT-BS,4a1f,1899
CREATE,4a1f,191
UTSRC,4a1f,310
MD7,e3f0,651
E2,0df1,1589
EA,0df1,1851
RC4,3096,3055
CELS,701a,3510
MD6,316a,887
MD3,316a,33
E3A,ff45,3442
AS5,ee07,105
AS4,ee07,161
AS2,ee07,54
AS3,ee07,1056
AS6,ee07,1065
AS1,ee07,589
RC4,37a1,2373
CREATE,37a1,1216
S5,06cd,3309
UHC-BS,4ba2,122
YIH-BS,4ba2,69
IT-BS,4ba2,1720
LT4,4ba2,70
UH,4ba2,1392
YNCRC1,6547,3307
YNCRC1,2963,3290
HSSML,1f19,500
BIZ2,1f19,45
LT18,1f19,132
EA,1f19,2861
LT16,1f19,55
E5,0398,2739
CNLIB,0398,132
UHC-BS,0398,71
IT-BS,0398,436
MUSM-BS,0398,191
RVRG,9455,149
UTSRC,9455,151
GRS,9455,3293
E2,30d0,3326
RC4,ae85,3502
S17,e50a,777
YNCRC3,f0c6,2002
E3A,48b1,3520
HSSML,a7e2,1195
MD1,4358,3532
UCC,99d5,2780
CLIB,08ad,3367
S16CTN,5506,788
LT27,5506,165
MD7,5506,57
MD1,5506,2316
RC4,9391,3508
RC4,8efc,3554
VENT,adad,286
OUHC-BS,a1bf,119
LT27-BS,a1bf,2746
CRECTN,7186,31
CREATE,7186,1565
UTSRC,7186,1971
UH,e8b6,1829
IT,c9f6,3168
MD1,3adf,2706
VENT,eb02,105
CRECTN,e082,756
UT-BS,e082,105
YIH-BS,e082,417
GRS,e082,85
ERC,e082,1954
CREATE,e082,30
PGP-BS,e082,151
E4,6549,1613
VENT,43b9,1439
RC4,110f,3583
AS3,92d3,3133
YNCRC2,a428,40
UTSRC,a428,2796
ERC,a428,129
BIZ2,31ad,3075
TCOMS,1817,187
GRS,3739,43
COM2-BS,68bf,106
AS4,68bf,2987
ARTSCTN,68bf,73
S4,1768,3532
S17,f288,613
E3A,2856,3550
KV-BS,cd96,3055
MD9,006b,3361
RC4,a6a2,907
E3,fe20,3480
YNCRC3,0b02,2047
CRECTN,fba7,193
CREATE,fba7,218
UTSRC,fba7,114
GRS,fba7,2821
PGP10,a6a0,988
CRECTN,a6a0,1491
CREATE,a6a0,454
PGP-BS,a6a0,648
YNCRC2,0feb,3484
LT11,1236,3131
LT4,1236,357
RVRG,53aa,3460
YNCRC1,32ad,34
MD6,78d5,72
PGP18,e77b,1552
YSTCM,e77b,978
PGP-BS,e77b,145
UT-BS,356e,595
UHC-BS,356e,116
UHALL-BS,356e,65
GRS,356e,2687
CREATE,356e,128
ERC,2d50,3575
CNM,e9f1,3001
T-LAB,089f,3565
RC4,1a73,1558
RC4,5964,1643
UTSRC,7b0f,391
CNM,7b0f,3145
LT27-BS,8869,2112
KV-BS,453f,1215
RC4,7722,3208
ERC,3fa8,2815
UTSRC,3fa8,778
UT-BS,9c5b,140
E3,9c5b,69
MUSM-BS,9c5b,269
T-LAB,9c5b,168
CREATE,9c5b,71
UTSRC,9c5b,900
E2A,9c5b,1810
RVRG,d001,3018
VEN-BS,3e78,2761
SFAH,3e78,116
SDE1,7d65,548
S9,8a69,2392
YNCRC1,c679,1378
UT-BS,4332,3530
CREATE,4332,57
EA,b59f,3057
E4,2d7d,3456
BIZ2,c049,3522
LT29,68aa,107
LT27-BS,68aa,78
MD7,68aa,65
MD1,68aa,1216
S16CTN,68aa,1117
LT27,68aa,137
MD9,68aa,121
LT27-BS,0ab1,3404
BIZ1,c04b,3536
UCC,f656,3514
YNCRC3,6b51,2465
CRECTN,078c,82
GRS,078c,63
RC4,078c,996
CREATE,078c,1111
GRN,078c,54
CAPT,078c,326
CREATE,f1db,1492
GRN,f1db,172
ERC,f1db,801
GRS,f1db,115
MD6,f4f2,3595
KRT-BS,479e,1016
ERC,479e,2530
S16,3280,300
S16CTN,3280,1605
PGP-BS,3280,1352
LT27-BS,3280,269
AS2,ad58,3532
BTCTB,465c,62
BTC-BS,465c,2632
LT27,b424,254
MD9,b424,216
CLIB,7316,2696
LT27,605d,3597
YNCRC2,da22,3090
UHALL-BS,be09,1371
TBS,ed33,2455
MD6,5f43,236
AS3,112e,2160
LT12,112e,835
AS1,112e,61
AS2,112e,537
YNCRC1,6986,3230
KRH,c9fb,3044
UHC-BS,a3bc,2976
S16,719f,124
S15,719f,2817
S16CTN,719f,261
S10,719f,58
MD6,810e,3595
S17,cdd2,3036
MUSM-BS,df7f,622
E3,812e,3438
KV-BS,2ccd,51
MD6,4256,2069
YNCRC3,73fe,2196
MD6,3c58,3392
USC,8297,49
OYIH-BS,8297,90
EHALL,8297,399
IT-BS,8297,210
KRT-BS,8297,972
YNCRC1,4af6,3338
S8,8e35,1802
UT-BS,0375,187
YIH-BS,0375,142
GRS,0375,2098
AS8-BS,0375,107
AS2,0375,58
CREATE,0375,283
AS1,0375,663
I4,69f4,965
MD6,b96d,3012
UHALL-BS,f697,152
MD11,f697,78
MD10,f697,12
MD6,f697,1476
LT27,f697,127
S17,f697,589
YNCRC1,b6c8,2700
UTSRC,b6c8,59
ERC,b6c8,818
S16,15b6,3538
CELS,c7a3,3250
MD2,c7a3,133
S16,167f,3191
YNCRC2,93cb,3324
YNCRC1,b947,3431
EHALL,99cf,2527
HSSML,b3d3,2727
ERC,2862,3504
RC4,6505,2976
VENT,d0af,97
AS7,d0af,861
VEN-BS,d0af,189
SFAH,d0af,2156
MPH,406b,3314
S6,2516,1010
TCOMS,c404,45
PGPH7-BS,c404,179
PGP-BS,c404,3301
PGP3,c404,60
YNCRC1,8172,2533
SH,c92c,2229
E4,c915,2965
KV-BS,f5db,345
YNCRC1,b662,3440
LT12,c6d3,889
AS2,c6d3,537
KRT-BS,c6d3,2016
AS3,c6d3,84
AS1,c6d3,61
SDE2,090c,3156
LT1,7ddc,2976
E2,7ddc,370
UT-BS,01c8,60
LT27-BS,01c8,3117
MUSM-BS,01c8,70
CREATE,01c8,227
OUHC-BS,01c8,95
YNCRC2,f45f,347
MD6,a815,3418
AS5,bcad,3381
HSSML,f0c1,1607
YNCRC2,256d,2995
E4,2082,3595
MUSM-BS,2070,97
OUHC-BS,2070,2160
E3,2070,755
YIH-BS,2070,32
ERC,19fd,3563
YNCRC1,6b8e,3082
E2,695a,2463
S7,55c5,3569
E5,1c60,195
OYIH-BS,1c60,3392
CREATE,f92a,51
UTSRC,f92a,717
GRS,f92a,2817
E3,92e9,3193
S16,bbbd,3593
CNM,1e40,2915
MD6,60da,2158
S14,e598,3414
GRN,5fde,112
CREATE,5fde,104
UTSRC,5fde,2145
ERC,5fde,358
EA,2234,387
EW2,2234,2994
EA,ce84,2381
YNCRC1,4246,656
YNCWC,4246,67
RC4,4246,64
YNCEC,4246,111
UTSRC,4246,1674
YNCRC3,4246,76
S9,6ae3,3565
YNCRC2,9c65,3496
YNCRC2,8782,2655
YNCRC1,c7e0,3518
E1,37ce,2443
EW2,45e7,3442
UTSRC,76b5,3532
YNCRC1,93e3,3567
YIHCTN,000d,1396
S16,f097,139
LT27-BS,f097,394
S13,f097,946
S14,f097,386
LT27,f097,1643
BIZ1,23dc,3563
EHALL,173c,3036
YNCRC1,a78f,2694
YNCRC1,3712,3361
E4,46f1,3320
E6,f3d3,316
E3,eb72,3577
MD6,ce0c,3344
ERC,a22c,3589
YNCRC1,6a58,3104
MD6,9d69,110
S6,9d69,112
MD1,9d69,68
MD1,62f9,963
CELS,df7c,1753
MD6,15e6,3073
MD6,0b5c,3387
MD1,0b5c,206
UT-BS,3b54,288
S17-BS,3b54,245
LT27-BS,3b54,48
E1,c5e1,3560
UHALL-BS,f913,19
S14,f913,1864
LT27-BS,f913,1617
E1,2ae1,2873
YNCRC3,8a1f,3318
MD6,f93f,2798
YNCRC1,75ee,3338
SFAH,e9da,3593
MD6,cf35,3367
UH,ff5f,3440
YNCRC1,2cae,3266
RH-BS,c98c,3260
E3,c98c,218
E3A,c98c,95
YNCEC,f6f3,470
CELS,a252,3571
UH,b5dc,1745
KV-BS,2a7d,1044
UTSRC,5f33,3579
E1,b4a1,1119
CRECTN,3cf3,2715
CLIB,c0a7,2733
MD6,903c,266
MD11,903c,3299
MD6,fca4,1649
S13,a3a5,38
TBS,ba43,66
RC4,ba43,196
CNM,ba43,1577
BIZ1,df28,3526
I3,d55e,3595
CREATE,46d3,2523
ERC,fac7,3191
YNCRC1,5343,12
KV-BS,40af,3186
YNCRC2,809e,3567
EW2,8b04,3256
MD1,014a,3278
E3A,7706,3280
