name,parent,value
E1,9ccb,2075
CELS,fa71,3542
KVG,bd22,2901
HSSML,f550,14
IT-BS,236b,847
E5,236b,63
IT,236b,2630
E4,d810,1478
THALL,9dc4,2400
LT13-BS,9dc4,79
MD6,e8dd,3516
YNCRC2,401f,2919
MD2,2371,99
S13,2371,196
MD6,2371,581
CELS,2371,1342
MD7,2371,186
MD9,2371,1175
EA,3e7e,1742
E2,3e7e,340
E1A,3e7e,133
E4,3e7e,1208
CREATE,461b,440
GRN,461b,2861
GRS,461b,66
GRN,bab6,3567
SH,7b6d,2379
CRECTN,f8d7,1772
UT-BS,f8d7,390
EW1,f8d7,894
E1A,f8d7,80
EA,f8d7,103
CREATE,f8d7,176
E1,f8d7,117
EA,64d0,3579
T-LAB,df65,829
UH,0f36,2788
E6,586f,438
OYIH-BS,586f,507
YNCRC1,bc54,3334
UT-BS,006d,282
EHALL,ea6d,484
E3A,c3cb,3320
YNCRC2,6b45,1273
E4,c90e,3147
RC4,9b03,626
ERC,9b03,2926
UH,a3aa,3552
YNCEC,ce39,3560
THALL,2593,3346
OYIH-BS,2593,178
YSTCM,a5c8,2663
KRT-BS,0187,3563
YNCRC1,d612,34
RC4,6ce2,419
CREATE,ff15,3055
HSSML,8cfa,615
E2,bff6,1148
CNM,bdbd,433
S15,a798,3510
KRH,568e,3593
CELS,a336,2531
YNCRC2,1343,1621
IT-BS,074e,2305
RC4,56f8,205
CRECTN,6b28,3202
UT-BS,6b28,258
E3,190d,3149
YNCRC1,9d4a,3563
YNCRC2,3145,2527
PGP10,f466,3178
PGP-BS,f466,340
YNCRC2,203d,282
CNM,a2a7,702
YNCRC2,c334,3400
MUSM-BS,f46e,1632
COM2-BS,f46e,978
AS4,f46e,324
LT27-BS,f46e,119
ONUSS-BS,8d20,1884
ONUSS-BS,c50b,184
PGP-BS,c50b,719
PGP10,c50b,361
TCOMS,c50b,13
PGPH7-BS,c50b,53
S17,cbad,1119
BIZ1,e891,3149
YNCRC1,29f6,3542
S16CTN,46db,59
S10CTN,46db,2041
MD1,46db,1450
CLIB,287b,1326
ERC,fe29,3518
MD1,f719,988
AS4,4d98,3595
SDE1,095e,3369
OHSSL-BS,10da,267
PGP4,10da,1659
YNCRC1,c80d,3268
YNCRC1,1a09,3416
YNCRC1,cb2a,3595
S2,1201,873
LT27-BS,1201,44
S13,1201,115
MD6,1201,70
CELS,1201,1517
LT27,1201,897
S17-BS,1201,63
CELS,2dfb,813
KRT-BS,6985,138
VENT,6985,103
LT13-BS,6985,57
VEN-BS,6985,57
S16,6ffc,3464
KRT-BS,66b9,359
EHALL,66b9,99
YNCRC1,eb16,3587
YNCRC1,dacd,3468
YNCRC1,ab2c,3534
HSSML,78db,2086
S16,98d4,3454
MD1,fee5,1197
E5,3f49,358
E4,3f49,53
PGP-BS,3f49,2881
OHSSL-BS,3f49,301
E6,6415,1070
E4,8557,2999
MD6,08c9,3540
PGP-BS,1634,3435
MD6,2bdd,3538
YNCRC1,2e4f,1476
TCOMS,ba2f,1745
E4,cb38,2447
CLIBANNEX,9a4e,3406
CLIB,b1c1,1731
CNLIB,b1c1,1801
S15,7b58,3534
ERC,e2ca,3044
YNCRC1,8bfe,3585
MD6,b4bc,2704
YNCRC2,c422,3156
E1,1210,98
E5,1210,3404
E4,1210,36
EW1,1210,49
EA,cdba,3589
S12,51e7,3051
UTSRC,0109,3591
KRT-BS,f92d,3270
IT-BS,f92d,3
AS8-BS,f92d,150
MUSM-BS,b47e,2919
S15,7820,579
S10CTN,7820,17
LT27-BS,7820,2993
RC4,5b41,149
AS2,3b24,3423
YNCRC1,f120,3334
E4,2662,3583
UT-BS,9e7f,502
VEN-BS,9e7f,10
GRS,9e7f,2100
BIZ2-BS,9e7f,175
COM2-BS,9e7f,102
IT-BS,9e7f,119
CREATE,9e7f,92
BIZ1,9e7f,188
TCOMS,d9db,488
RC4,453a,2959
S5,aca6,58
S9,aca6,321
MD1,aca6,2158
UH,0acb,3118
S5,ae2f,2696
S8,7bce,3522
IT,370d,2885
S16,832f,964
UT-BS,832f,245
UHC-BS,832f,90
GRS,832f,41
CREATE,832f,131
GRN,832f,1979
S14,e42a,3389
E6,cce2,1447
E4,cce2,495
E4A,cce2,158
UT-BS,d39c,50
VEN-BS,d39c,66
ONUSS-BS,d39c,3071
MUSM-BS,d39c,115
CREATE,d39c,70
LT4,d39c,63
ARTSCTN,d39c,101
RC4,36ec,2104
IT,bb43,570
S10CTN,bb43,1158
YNCRC1,35d3,3220
AS2,7fda,3552
YNCRC3,8ffe,2909
ERC,12a0,3500
E1,c10e,367
MD1,ee82,3496
BIZ1,979c,3550
VENT,2263,2544
UH,a854,3476
E3A,bfaa,3591
MUSM-BS,31bd,96
KV-BS,31bd,2381
BIZ1,31bd,698
BIZ2-BS,31bd,303
UH,04fe,3324
MD1,5da2,3597
MD11,b302,3512
MD6,fb84,3502
RVRG,7fcf,103
CREATE,7fcf,60
UTSRC,7fcf,149
GRS,7fcf,2638
YNCRC1,3502,2570
YNCRC1,79d5,1548
THALL,37e5,3295
UTSRC,c5fb,3355
YNCRC2,d55d,3398
MD6,bc76,136
MD2,bc76,3449
CRECTN,e0a8,98
CREATE,e0a8,2867
YNCRC1,651e,1911
S13,faca,3563
MD6,59ae,3400
MD1,9b21,1815
KV-BS,c7ce,524
KVA,c7ce,2638
YNCRC1,0194,3276
SDE3,7808,1554
CRECTN,9bd3,1080
S15,9bd3,1009
MD6,9bd3,71
CREATE,9bd3,71
S10CTN,9bd3,44
MD1,9bd3,353
TCOMS,6560,2079
YNCRC1,4921,3383
E6,53fd,2457
OYIH-BS,53fd,1140
SH,fcee,371
IT,8244,3448
MD1,df8d,3268
S16,8956,116
S16CTN,8956,1400
LT27,8956,1260
LT27-BS,8956,365
E5,537c,176
CNLIB,537c,37
CLIB,537c,302
E3,537c,226
USP,537c,66
ERC,537c,119
IT-BS,537c,160
RC4,537c,1394
CREATE,537c,216
UTSRC,537c,236
LT4,537c,73
E2A,537c,166
E1,537c,181
AS6,537c,58
YNCEC,537c,66
E4,537c,78
MD1,69b1,3575
YNCRC1,f55a,3340
UTSRC,e3ef,3591
RC4,a06c,1870
AS6,6b33,3532
YNCEC,3ea9,3530
E4,9056,3472
CLIB,5d96,2445
YNCRC3,8b89,904
UHC-BS,d884,60
S2,d884,1841
UH,d884,920
UHC,d884,770
SDE3,1e35,1512
RC4,5db5,3492
AS4,f7df,889
ARTSCTN,f7df,1568
E5,b48b,56
E3,b48b,58
YIH-BS,b48b,55
IT-BS,b48b,130
IT,b48b,239
OUHC-BS,b48b,2877
E4,b48b,115
YNCEC,9af2,2746
ERC,9af2,720
UTSRC,9af2,125
OHSSL-BS,ce3e,138
PGP-BS,ce3e,2628
BIZ2-BS,ce3e,20
S14,9435,3538
TMSI,0e02,3001
MD1,9815,1831
S16CTN,c8d7,3022
T-LAB,2e8f,2361
E3A,2e8f,1163
YNCRC2,21e5,2985
YNCRC1,21e5,82
PGP2,a38f,3526
S15,0bc6,120
S16CTN,0bc6,283
S17-BS,0bc6,3168
S14,f25a,3548
ERC,0868,2865
AS6,8b34,3518
TBS,fd39,2932
BIZ1,862c,3427
E3A,0f83,3520
UH,8e66,3438
CREATE,85f2,93
UTSRC,85f2,2941
S15,a43d,3522
CRECTN,acbb,2889
CREATE,acbb,41
UTSRC,acbb,256
KV-BS,d9e4,819
EW1,d9e4,376
IT-BS,d9e4,97
CELC,d9e4,88
CLIB,d9e4,2003
SDE2,d9e4,119
YNCEC,4045,3536
YNCRC2,2eae,175
YNCRC1,2eae,1438
YNCEC,2eae,387
YNCRC1,4ca2,2576
OTH,5e1f,2804
LKS,5e1f,31
VENT,cefd,1577
KV-BS,d0eb,3546
T-LAB,9238,3406
S15,66f5,98
S14,66f5,3448
TBS,fef0,3585
E1A,9a9f,3546
E1,4a32,1911
CREATE,9239,840
UTSRC,9239,544
KV-BS,0c87,3135
S5,8594,578
MD1,8594,2708
BIZ1,8b52,2340
S15,cc9c,1552
S16,9823,1516
S16CTN,9823,105
MD1,9823,64
YNCRC1,5223,3522
ERC,1625,3522
YNCRC1,79b2,3440
KE7H,e390,2923
UH,40c5,3575
BREN,8a9e,736
MD11,8a9e,23
MD10,8a9e,53
MD6,8a9e,142
CELS,8a9e,1133
LT27,8a9e,1088
MD9,8a9e,111
UHALL-BS,ca3e,862
PGP-BS,ca3e,2400
S5,2f4e,3585
AS4,a975,168
BIZ1,c74a,3552
MD11,89f1,3069
S15,2cfa,3496
MD6,940b,2821
UTSRC,3829,3538
RC4,b636,1940
CNM,cdbd,2336
YNCRC1,be03,3375
BIZ1,0ce4,3268
LKC,1c0c,3408
E6,7eec,125
E3A,7eec,464
EW2,7eec,53
MD6,51a3,389
OUHC-BS,51a3,3145
S13,86c1,548
YNCRC1,571f,2829
YNCRC2,2b1c,2651
S12,77c0,3496
MD3,9040,195
AS1,9040,355
HSSML,eabf,440
AS2,b102,3544
UHC,233c,3478
MD6,b685,304
LT27,b685,1595
MD10,b685,707
LKC,8280,3550
I3,776b,1449
AS8-BS,5a9f,84
LT27-BS,5a9f,3065
YNCRC1,ff2d,1119
ERC,e582,1796
CNM,e582,960
RC4,2460,3512
E5,f4df,3371
MD6,0791,2698
S17,a974,3536
EA,0eff,2808
ERC,0eff,728
CNM,0eff,10
UCC,824b,3442
YNCRC2,5392,2731
YNCEC,5506,76
ERC,5506,783
YNCRC3,5506,2564
EHALL,781d,2854
VENT,902b,2253
YNCRC1,cd01,3536
S15,e7b3,112
UHC-BS,e7b3,345
USC,e7b3,1267
S14,e7b3,17
OUHC-BS,e7b3,158
BIZ1,c299,3556
MD3,5f4d,49
MD6,5f4d,2361
MD4,5f4d,73
S16CTN,5f4d,66
LT27,5f4d,642
T-LAB,eefe,3563
MD1,ad59,3556
E6,1163,371
OYIH-BS,1163,238
UT-BS,1903,573
CREATE,1903,102
GRS,1903,2819
E6,508c,1936
SDE2,78d9,2515
I3,5099,1922
S3,b1d1,86
YNCRC1,88bd,3404
CRECTN,1409,1452
CREATE,1409,2135
SFAH,adfa,3571
E2,3f33,3476
TCOMS,b751,2465
E3A,e981,3248
HSSML,af83,1655
HSSML,3d5a,3218
USC,0797,2210
UHALL-BS,0797,32
OYIH-BS,0797,55
LT27-BS,0797,1137
OUHC-BS,0797,92
UT-BS,093e,2320
CRECTN,8c7d,341
CREATE,8c7d,115
UTSRC,8c7d,421
S8,00a4,3127
E4,7406,3067
YNCRC2,6876,3338
E4,805e,3290
UT-BS,4529,146
UHC-BS,4529,50
LT27-BS,4529,63
S16CTN,4529,568
MUSM-BS,4529,568
S10CTN,4529,93
OUHC-BS,4529,59
LT27,4529,1892
S17-BS,4529,77
S17-BS,3069,840
MD6,5a45,912
S16CTN,5a45,2681
S8,82fd,3162
YNCRC1,cbca,3573
CREATE,289f,54
GRN,289f,3301
E2CTN,0d64,3546
MD1,f566,3516
PGP6,0d58,3589
EA,7a96,3593
USP,e091,152
RC4,e091,2554
UNK,e091,144
CNM,e091,735
KV-BS,d429,2813
BIZ1,d429,585
VENT,89c7,57
S16,7f5b,271
S16CTN,7f5b,3324
USC,5c76,321
UHALL-BS,5c76,59
LT27-BS,5c76,244
OUHC-BS,5c76,109
PGP-BS,5c76,2692
YNCRC1,943e,3540
E4,68e6,3266
S7,36a3,3579
RH-BS,8e7e,1815
E3,b92c,3484
S16,8cdd,483
LT27,8cdd,510
MD6,bede,3480
MUSM-BS,177a,1406
CELS,177a,1203
MD6,fe37,3375
S5,ad78,3536
YNCRC1,a661,597
UHC,4ddf,2646
MD1,3ba1,1350
AS4,1f60,596
ARTSCTN,1f60,605
YSTCM,2deb,1423
MD6,efef,3593
LT13-BS,b9ef,52
AS8-BS,b9ef,67
COM2-BS,b9ef,59
ONUSS-BS,b9ef,761
THALL,b9ef,2273
LT4,b9ef,35
ARTSCTN,b9ef,145
EA,4082,3558
SFAH,3f7a,2381
YNCRC1,ddbf,3182
YNCRC1,00c3,3246
UH,2038,3468
KRT-BS,9865,109
EHALL,9865,3301
VEN-BS,9865,126
LT11,9865,59
UT-BS,433c,2694
CELS,433c,891
YNCRC2,e80f,2259
MD6,1a2e,3416
MD6,e735,3168
CLIBANNEX,1957,3591
S15,b9ce,3322
CREATE,0562,265
UTSRC,0562,367
GRS,0562,815
YSTCM,7014,3496
ONUSS-BS,98f6,3014
SFAH,98f6,365
ERC,645c,3005
S16,1312,125
S15,1312,237
S9,1312,390
LT27-BS,1312,94
S5,1312,1336
S17,1312,695
E6,44cd,887
UT-BS,4549,100
LT27-BS,4549,253
CREATE,4549,1191
MD1,4549,1935
S16CTN,4549,75
E6,e16d,1423
UHC-BS,2ff4,1873
S9,2ff4,221
LT13-BS,2ff4,114
AS4,2ff4,625
LT8,2ff4,34
MD1,2ff4,609
YNCRC1,1a92,2923
E4,d6da,3534
YNCRC1,3c31,3595
ERC,b7b1,2802
MD11,81b6,3575
E3,b2f9,3575
YNCRC2,66f0,2218
YNCRC1,66f0,1367
UH,5de3,1400
TBS,d813,1504
RC4,a52f,3350
YNCRC1,fb54,2930
E1A,8bcd,1186
IT,c01e,3550
BIZ1,4fca,3569
AS2,1db6,3218
UTSRC,b11c,1250
S16,11f4,3340
SDE2,71f5,1163
HSSML,75a7,1772
YNCRC1,100d,3470
YNCRC1,de74,2959
E3,2905,3512
VENT,1363,57
VENT,7cdf,59
EA,397e,3314
YNCRC2,bb43,3567
EA,ca3b,3496
E3,63c1,2640
YNCRC1,fc90,3581
S12,3dd7,3597
AS2,2fae,3571
YNCRC1,f43b,3114
CRECTN,2530,415
GRS,2530,592
CREATE,2530,244
GRN,2530,2229
UTSRC,2530,115
MUSM-BS,86c5,296
YNCRC3,5d61,3563
BIZ2,80a8,1716
HSSML,1a00,117
VEN-BS,1a00,60
AS8-BS,1a00,61
GRS,1a00,84
ERC,1a00,404
MUSM-BS,1a00,140
CREATE,1a00,312
GRN,1a00,49
SFAH,1a00,58
SH,1a00,1983
LT4,1a00,56
ARTSCTN,1a00,182
AS3,ccf3,1681
S14,6860,3280
LT1,633c,57
E2,633c,71
LT2,633c,167
EA,633c,3290
UT-BS,fb9e,110
UHALL-BS,fb9e,240
YNCRC1,fb9e,2873
S13,fb9e,76
CREATE,fb9e,125
UTSRC,fb9e,120
S14,2382,3540
E4,17dc,3416
MD6,fc77,2451
MD1,c597,3593
YNCRC1,f0b8,3228
UT-BS,6559,108
CREATE,6559,3348
UT-BS,cf9c,356
YIH-BS,cf9c,81
ERC,cf9c,602
CREATE,cf9c,104
OUHC-BS,cf9c,2220
E1,40c7,1345
SDE1,40c7,1969
MD1,c883,3470
KRH,40c8,1499
SH,40c8,96
T-LAB,3427,3512
E2,6fe9,3361
TBS,2c93,3383
EA,574c,3569
CRECTN,8a0d,3585
YSTCM,dc11,3587
MD6,9406,3363
MD1,9406,125
S9,8658,139
VEN-BS,bb1a,3524
E4,aecd,3003
YNCRC1,fa12,3560
UT-BS,3d22,142
KV-BS,3d22,224
UHC-BS,3d22,122
S15,3d22,74
MUSM-BS,3d22,171
KRT-BS,3d22,2689
S17-BS,3d22,122
MD6,4024,495
S13,46b1,3084
IT,c229,3268
CLIB,3696,2018
CNLIB,3696,956
LT4,3696,290
E1,27e9,3254
EW1,27e9,325
YNCRC1,be00,3573
T-LAB,df5f,3494
YNCRC1,7096,3433
YNCRC2,2e00,3293
YNCRC1,dc77,1897
YNCRC1,67cf,3340
HSSML,8bf4,154
UHALL-BS,841b,1289
LT27-BS,841b,160
S14,841b,359
MD6,841b,222
MUSM-BS,841b,484
S17-BS,841b,68
UCC,841b,411
S4,0ed8,3583
ERC,31d0,1304
CNM,31d0,2281
CNM,8d72,2665
S7,7d4f,1522
VEN-BS,f00a,174
YIH-BS,f00a,52
LT27-BS,f00a,2995
ONUSS-BS,f00a,45
IT-BS,f00a,15
SFAH,f00a,138
OUHC-BS,f00a,65
HSSML,31ff,2675
YNCRC2,3536,579
E2,6aba,3464
RC4,86fe,3504
YNCRC1,2ef8,3127
ERC,22ad,3468
YNCRC2,4da0,3458
ERC,5fe4,3530
YNCWC,f0dd,3552
YNCRC1,1596,3112
YNCRC1,4dcd,1201
YNCEC,e60a,3552
OYIH-BS,e8a4,16
YIHCTN,e8a4,3458
YIH-BS,e8a4,76
RC4,eade,911
E1,9fd6,3049
KV-BS,9d1a,913
YNCRC2,4e3e,3344
MD6,5022,2636
E1,b8bc,3593
IT-BS,d7d5,3534
E5,d7d5,61
YNCRC1,08d2,570
ERC,3f93,3542
E1,2f27,3425
EW1,2f27,148
LT13-BS,285a,2328
BIZ2,285a,644
BIZ2-BS,285a,296
ONUSS-BS,285a,72
I3,285a,200
EA,7f4d,604
LT13-BS,7f4d,229
PGP-BS,7f4d,2756
AS8,48dc,3472
YNCRC1,44bb,133
LT19,2852,548
BIZ2,2852,729
YNCRC1,5608,3534
SFAH,f39e,3593
KRH,4b64,30
RC4,8cd8,378
GRN,8cd8,1391
GRS,8cd8,115
RC4,c069,3195
E3A,143b,3526
YNCRC2,4a2b,3062
ONUSS-BS,8036,2178
BIZ1,42e3,326
EW1,0718,2899
SFAH,0267,3456
T-LAB,c245,3276
FC,f9be,3548
E5,2d41,951
LT13-BS,2d41,502
BIZ1,2d41,908
BIZ1,950b,3268
E3A,b0dd,3307
YNCRC1,941e,3571
YNCRC1,983e,3464
S14,79bc,3522
CLIB,6727,2064
AS6,6727,1531
ERC,f2a0,3595
S15,7b2d,3195
S9,7b2d,188
S10CTN,7b2d,93
IT,dd6e,3156
ERC,0e0c,3496
SH,1334,3565
SFAH,cf74,1995
UTSRC,4d63,2519
MD6,c972,2184
BIZ2,4ff3,2790
GRS,f7a0,2303
YNCRC3,7700,3552
RVRG,1669,960
S14,1669,241
YNCRC2,f18c,3534
E2,9c4a,3502
E5,026b,60
E3,026b,823
IT-BS,026b,230
IT,026b,133
E4,026b,91
S17-BS,026b,2092
MUSM-BS,56af,154
IT,56af,1457
UTSRC,56af,278
ERC,56af,396
S14,bb2e,3100
MD1,bc84,3295
YNCRC1,a22e,3040
IT,86fb,825
YIH-BS,86fb,2750
SH,cd2d,2837
RVRG,8c6a,636
CLIB,8bb2,2588
IT-BS,8bb2,203
AS8-BS,8bb2,285
SDE4,8bb2,418
UTSRC,80bb,1538
ERC,80bb,1234
E3,959e,3329
MD10,1c1b,49
YNCRC1,3c73,3528
HSSML,f20d,533
BIZ2,f20d,17
SFAH,7ae7,920
SH,7ae7,493
BIZ2-BS,7ae7,2139
EW2,0c42,3542
EA,502e,3226
BIZ2,ccc8,2453
TBS,2ec4,1722
UTSRC,2ec4,1690
TBS,c03b,2463
ERC,c03b,1089
YNCRC2,6128,3423
YNCRC1,fb0d,3504
AS8,0159,3575
SDE1,53a3,3550
MD6,1a10,3425
RC4,71d4,1074
E4,4f12,49
CLIBANNEX,f80a,185
CNLIB,f80a,174
AS8,f80a,760
AS8-BS,f80a,1425
CLIB,f80a,832
AS1,f80a,219
YNCRC1,3eff,2763
S16CTN,0151,441
LT27,0151,421
THALL,8cbc,2505
VEN-BS,8cbc,63
YNCWC,69d2,3448
BIZ2,24f3,1169
YNCRC1,0e31,3571
LKC,0618,69
AS8-BS,0618,115
ONUSS-BS,0618,76
SDE4,0618,139
SFAH,0618,2234
UCC,0618,921
YNCRC2,fc0c,510
YNCRC1,fc0c,87
YNCRC1,bb44,3342
UT-BS,383d,212
UHALL-BS,383d,87
GRS,383d,3114
CREATE,383d,112
OUHC-BS,383d,70
UH,cb4b,3114
MD6,e6c2,2186
E3,1100,3416
RC4,317e,399
BIZ1,b717,1332
CREATE,920c,56
GRN,920c,887
E2A,920c,2117
EW2,173d,2887
HSSML,cfd4,1619
BIZ2,cfd4,1925
RC4,7c4f,2725
CELS,0199,3520
E4,c7c9,3595
YSTCM,37e2,3583
MD6,729b,3498
MD11,fe1d,339
MD2,fe1d,880
E1A,e911,754
EW1,e911,1274
MD10,3fe9,3571
MD1,2257,2897
EW2,3455,581
BIZ2,be64,3498
YNCRC1,aeff,3387
MD6,a72a,3044
YNCRC1,84c7,2044
E3,b99d,3369
TBS,a32b,3550
IT,07e1,3307
HSSML,a79e,1796
BIZ1,a79e,375
BIZ2,a79e,1264
UT-BS,c4ff,202
EA,c4ff,1770
GRS,c4ff,1506
MD6,4121,3577
E5,bfcf,162
EA,bfcf,542
LT4,bfcf,164
TMSI,bfcf,101
E1,b398,3433
S15,92a2,3575
S10,a677,3534
SH,f05e,3486
YNCRC1,74d1,3462
RC4,1fc6,1429
YNCRC3,b5b4,3595
LT27,0a31,3563
BIZ1,254a,2928
E5,5940,3532
KRH,ae34,3597
YNCRC1,c29a,3490
YNCRC2,916a,3583
YSTCM,7e2a,3184
S17,9ff3,3377
E4A,dce0,3575
UT-BS,ace2,225
YIH-BS,ace2,660
GRS,ace2,2277
CREATE,ace2,72
BIZ1,ace2,298
UTSRC,30fa,3460
YNCRC3,ecfd,3595
E6,26aa,3546
TBS,f74e,132
YNCEC,f74e,1917
CELS,0699,513
E5,9cd5,3567
CREATE,f68e,2014
S13,d520,3404
E4,0b6a,3558
RC4,119c,2634
KV-BS,5ae6,2279
CPT,6119,3585
CLIB,3567,2786
LT4,3567,123
MD6,20de,3116
YNCRC1,ff37,3262
UT-BS,0e08,146
YIH-BS,0e08,36
LT27-BS,0e08,193
GRS,0e08,61
ERC,0e08,979
CREATE,0e08,60
OUHC-BS,0e08,70
PGP-BS,0e08,1895
MD6,ec92,1380
S5,bcf0,3404
YNCRC2,809c,3444
YNCRC1,9daa,3444
CLIB,a517,1159
YNCRC1,069d,3587
YNCRC1,1df3,1601
S8,ae44,3556
S2,64e1,369
IT,6da8,3316
MD10,691f,1583
MD9,691f,428
EW2,691f,147
E3,8f08,3051
YNCRC1,54ea,1810
S16CTN,14d3,3110
S10,14d3,48
UHALL-BS,3709,70
PGP-BS,3709,3488
E3,2dc7,3193
GRS,77cd,498
MD6,e26f,3558
YNCRC1,0298,3522
CRECTN,c3d0,2324
S15,ee67,2369
CPT,b24b,3369
KRT-BS,8a68,476
EHALL,8a68,665
OYIH-BS,8a68,538
USC,8a68,178
T-LAB,8fcf,3174
KRT-BS,354f,3392
UT-BS,98a1,543
RC4,98a1,580
PGP10,7b54,3597
AS6,6e72,3563
BIZ1,3d59,1617
YNCRC2,58d9,2121
BIZ1,95d2,3583
ERC,225d,3462
YNCEC,7769,3500
S17,26e2,1899
S17-BS,26e2,36
LT27-BS,26e2,1621
ERC,5f53,3498
CRECTN,43da,2416
CREATE,43da,105
GRN,43da,55
GRS,43da,77
MD6,eb83,3085
S9,eb83,276
E4,3db5,3595
T-LAB,e9be,3480
BIZ1,00ba,3268
UT-BS,0d32,60
CREATE,0d32,3470
THALL,6a9d,3530
S15,34de,86
S14,34de,28
LT27-BS,34de,3392
LT13-BS,083b,359
UTSRC,083b,1211
SFAH,083b,1680
EW2,c563,3067
YNCEC,ab94,3544
UHC-BS,07de,118
S17-BS,07de,677
MD6,b9ec,2047
YNCRC1,a71d,2997
HSSML,624b,65
OYIH-BS,624b,55
UHC-BS,624b,123
AS8-BS,624b,141
COM2-BS,624b,84
ONUSS-BS,624b,66
MUSM-BS,624b,44
OHSSL-BS,624b,84
KRH,624b,2881
ARTSCTN,624b,40
PGP10,0c3e,3178
PGP-BS,0c3e,356
HSSML,974f,107
VENT,974f,1528
BIZ2,974f,1071
LT18,974f,171
SFAH,974f,718
UTSRC,a14c,2753
ERC,a14c,477
AS2,fdbb,3228
PGP-BS,2f57,3595
SFAH,2dd9,3116
S5,e503,3418
E4,8f50,3014
YNCRC1,5595,1981
UTSRC,5595,904
ERC,58ef,3456
MD1,e9ba,2857
TBS,abee,3258
ERC,abee,109
BIZ1,579a,3579
MD3,9c93,3272
E3A,5f7c,880
T-LAB,9cbe,3484
YNCRC1,f633,3373
E3,29fe,3098
ERC,d235,3446
UTSRC,d235,137
UTSRC,e12d,1689
MD4,2b74,3492
BIZ2,df9f,3556
S16CTN,e8ed,3506
LT27,e8ed,73
RVRTB,7292,3595
ERC,8f61,698
GRS,8f61,2748
RVRG,761c,72
ERC,761c,3044
E2,2356,3581
CREATE,a2d4,3573
BIZ2,ed9a,3462
THALL,dc9d,3250
S3,52c1,2573
S2,52c1,1018
YNCRC3,3048,478
YNCRC2,d6df,2861
UT-BS,04b2,24
YNCRC2,52e0,3516
LT19,6d82,2706
UHC-BS,1e80,31
SDE4,1e80,114
KRT-BS,1e80,2220
OUHC-BS,1e80,127
S8,1e80,624
RC4,1bb2,1911
UHC-BS,7742,801
LT27-BS,7742,108
S5,e7b0,3577
HSSML,f710,163
LT18,f710,139
BIZ2,f710,1217
RC4,1ee5,1027
UTSRC,6b4b,1911
GRN,c0dd,344
UTSRC,c0dd,473
GRS,c0dd,533
T-LAB,dff3,854
KV-BS,dff3,1861
E3A,dff3,32
AS1,fcb0,3488
CELS,83b7,3151
S16,3105,3189
BIZ2-BS,a868,1419
KRH,967b,2995
SH,967b,134
UT-BS,95e5,110
RH-BS,95e5,116
ERC,95e5,1203
MUSM-BS,95e5,268
CREATE,95e5,641
GRN,95e5,127
KRT-BS,95e5,478
YNCEC,5a9a,1445
YNCRC3,5a9a,1901
S16CTN,cffb,2459
MD7,cffb,239
MD1,cffb,72
YNCRC1,d3d6,2829
HSSML,cc13,1193
KE7H,cc13,1516
BIZ2,cc13,131
BIZ2-BS,cc13,58
PGP4,cc13,101
I4,cc13,56
BIZ1,cc13,229
TCOMS,cc13,61
PGPH7-BS,cc13,177
MD6,dbf3,3423
BTC-BS,fc16,3476
YNCRC1,2f43,3318
MD6,9b82,3575
BTCCTN,d94c,613
EA,8a90,3329
RC4,b31f,1256
YNCEC,b31f,62
ERC,b31f,2166
UHALL-BS,ecae,2999
UHC-BS,ecae,45
YIH-BS,ecae,52
MD1,4eb7,3585
IT,5866,3149
YNCRC3,809f,3332
T-LAB,ac4d,2200
SDE1,8cac,918
SDE2,8cac,2677
PGPCTN,3187,3100
PGP-BS,3187,108
ERC,72d7,3554
RC4,136b,943
ERC,136b,2261
YNCRC1,7023,1593
YNCRC2,4a89,1435
OYIH-BS,d0ee,98
BIZ1,cd61,3536
MD1,3e16,3174
EA,fee3,3387
YNCRC3,4eae,2615
S16,3a31,232
LKC,3a31,39
S6,3a31,70
BREN,3a31,207
MD6,3a31,1653
MUSM-BS,3a31,975
RVRG,3a31,185
S16CTN,3a31,202
E6,665b,168
MUSM-BS,26af,1776
OUHC-BS,26af,318
MD6,e187,1708
YNCRC1,3d59,3238
AS1,578d,2170
ERC,18e0,3212
RH-BS,5b82,70
OYIH-BS,5b82,480
YIH-BS,5b82,532
MD1,6578,3248
S16,3245,1343
LT27-BS,3245,2086
MD11,f2ee,3230
MD4,f2ee,86
MD10,2a70,761
E4,a005,3377
EW2,d29b,3410
YNCRC1,6f0c,3236
YNCRC1,3592,3550
GRN,a54e,3236
BIZ1,2805,578
BIZ2,2805,2932
MD11,b751,3534
USC,db39,230
UHC,db39,3357
KVA,78c6,3452
E4,4073,2776
YIH,1f36,1938
E4,962d,2333
E3,962d,490
E2A,962d,326
MD1,8e0b,1052
MD1,28d1,3556
T-LAB,0c88,3440
E1,bf31,40
E2,bf31,3156
E3,bf31,331
E2A,bf31,56
S16,be4e,3438
YNCRC1,92a2,2717
MD9,65e6,3444
ERC,ec03,3476
MD10,a919,2515
EA,e3cd,2995
KRT-BS,5bab,1010
LT27,26d5,3546
EW2,bfea,657
RH-BS,3472,1737
USC,3472,258
E5,1a4f,174
E3,1a4f,1689
EA,1a4f,987
E2,1a4f,121
E4,1a4f,602
S16,39b7,498
S15,39b7,1417
MD11,39b7,382
MD7,39b7,689
LT27,39b7,54
CRECTN,ddc3,1516
ERC,5e8e,3406
ERC,5e67,3367
